Held_out_formulation,N_test,R2,MAE,RMSE,Spearman,Target,Target_column,Feature_set,Model
2ALG8HA,5,-1.3292805500814007,0.6158237143874563,0.6347688039726189,0.9999999999999999,Qm,Qm_mean_mg_s,engineered,GradientBoosting
4ALG4HA,5,-1.461912722111248,1.0772618786584285,1.2194663958402,0.9999999999999999,Qm,Qm_mean_mg_s,engineered,GradientBoosting
4ALG6HA,5,0.18294761490597555,0.6298442449818564,0.9271183614826097,0.9999999999999999,Qm,Qm_mean_mg_s,engineered,GradientBoosting
4ALG8HA,5,-12.027937826713096,1.0343147680672755,1.0885212163845233,0.9999999999999999,Qm,Qm_mean_mg_s,engineered,GradientBoosting
6ALG2HA,5,-31.638766290467217,1.2832631874821154,1.286574415597634,0.9746794344808964,Qm,Qm_mean_mg_s,engineered,GradientBoosting
6ALG4HA,5,-1.3816245800910614,0.33466159748718627,0.350812760302924,0.8999999999999998,Qm,Qm_mean_mg_s,engineered,GradientBoosting
6ALG6HA,5,-222.59779088666272,2.1421017947754577,2.1431709208647747,0.9999999999999999,Qm,Qm_mean_mg_s,engineered,GradientBoosting
1ALG8HA,5,-0.45838270977235873,0.44097847585678107,0.47790956207077795,0.8999999999999998,Qm,Qm_mean_mg_s,engineered,XGBoost
2ALG8HA,5,-0.6461381682207514,0.5081189133644104,0.5336270267137968,0.9999999999999999,Qm,Qm_mean_mg_s,engineered,XGBoost
4ALG4HA,5,-0.6047776246131589,0.8596591530799866,0.9845571741459008,0.9999999999999999,Qm,Qm_mean_mg_s,engineered,XGBoost
4ALG6HA,5,-0.0015426334140944409,0.7519356971740723,1.0264669054574305,0.9999999999999999,Qm,Qm_mean_mg_s,engineered,XGBoost
4ALG8HA,5,-3.706053402351796,0.6128760801315308,0.6542255262007358,0.9999999999999999,Qm,Qm_mean_mg_s,engineered,XGBoost
6ALG2HA,5,-28.66578214861875,1.2257783086776732,1.2265801869571813,0.9999999999999999,Qm,Qm_mean_mg_s,engineered,XGBoost
6ALG4HA,5,-3.0818707795009264,0.4437093301773071,0.4592702941158178,0.8999999999999998,Qm,Qm_mean_mg_s,engineered,XGBoost
6ALG6HA,5,-97.3472588906697,1.4164132125854492,1.421360308891999,0.39999999999999997,Qm,Qm_mean_mg_s,engineered,XGBoost
1ALG8HA,5,-755.4441897310427,10.810906444900862,10.884247589284662,-0.9999999999999999,Qm,Qm_mean_mg_s,rheology_enhanced,LinearRegression
2ALG8HA,5,-58.90887696766643,3.1482571560792065,3.2192170864120806,0.9999999999999999,Qm,Qm_mean_mg_s,rheology_enhanced,LinearRegression
4ALG4HA,5,-224.89258095105802,11.608198942794768,11.681120247648597,0.9999999999999999,Qm,Qm_mean_mg_s,rheology_enhanced,LinearRegression
4ALG6HA,5,0.2749958970083356,0.7122888749300952,0.8733341917010744,0.9999999999999999,Qm,Qm_mean_mg_s,rheology_enhanced,LinearRegression
4ALG8HA,5,-120388.96731824687,103.99274729292135,104.63915114920384,-0.9999999999999999,Qm,Qm_mean_mg_s,rheology_enhanced,LinearRegression
6ALG2HA,5,-5983.494742184268,17.307659749780477,17.421349301075548,-0.9999999999999999,Qm,Qm_mean_mg_s,rheology_enhanced,LinearRegression
6ALG4HA,5,-406.02598626833515,4.564285321028087,4.5861662977983215,0.8999999999999998,Qm,Qm_mean_mg_s,rheology_enhanced,LinearRegression
6ALG6HA,5,-13758459.640677357,531.0324000614806,531.6281593694005,0.9999999999999999,Qm,Qm_mean_mg_s,rheology_enhanced,LinearRegression
1ALG8HA,5,-1.1106394409328497,0.4634014286425668,0.5749326747948879,0.9999999999999999,Qm,Qm_mean_mg_s,rheology_enhanced,SVR_RBF
2ALG8HA,5,-5.962032480145793,1.0343207990626389,1.097419561931403,0.9999999999999999,Qm,Qm_mean_mg_s,rheology_enhanced,SVR_RBF
4ALG4HA,5,-1.976853461612512,1.1692787828336955,1.3409489335402713,0.9999999999999999,Qm,Qm_mean_mg_s,rheology_enhanced,SVR_RBF
4ALG6HA,5,-0.10305683019379219,0.8608312636346216,1.0772318247870356,0.9999999999999999,Qm,Qm_mean_mg_s,rheology_enhanced,SVR_RBF
4ALG8HA,5,0.45035612642813905,0.20976996398174014,0.2235835026186908,0.9999999999999999,Qm,Qm_mean_mg_s,rheology_enhanced,SVR_RBF
6ALG2HA,5,-9.47493580931797,0.7045047170921325,0.7288593489639331,0.9999999999999999,Qm,Qm_mean_mg_s,rheology_enhanced,SVR_RBF
6ALG4HA,5,-51.29794645994504,1.6300509184743142,1.6439213959483998,0.8999999999999998,Qm,Qm_mean_mg_s,rheology_enhanced,SVR_RBF
6ALG6HA,5,-28.56527771668205,0.7702015865708711,0.7793167939294758,0.9999999999999999,Qm,Qm_mean_mg_s,rheology_enhanced,SVR_RBF
1ALG8HA,5,-1.3819292585751164,0.5248020865079364,0.6107653578045585,0.8999999999999998,Qm,Qm_mean_mg_s,rheology_enhanced,RandomForest
2ALG8HA,5,-0.1622606778438691,0.3922116629629627,0.4483905460317665,0.9999999999999999,Qm,Qm_mean_mg_s,rheology_enhanced,RandomForest
4ALG4HA,5,-1.4671466602625447,1.074945631096681,1.2207619785260524,0.9999999999999999,Qm,Qm_mean_mg_s,rheology_enhanced,RandomForest
4ALG6HA,5,-0.2927212678865274,0.8318759690476194,1.1661721839196522,0.8999999999999998,Qm,Qm_mean_mg_s,rheology_enhanced,RandomForest
4ALG8HA,5,-1.1297571672475968,0.4366360169552662,0.4401129057347539,0.9999999999999999,Qm,Qm_mean_mg_s,rheology_enhanced,RandomForest
6ALG2HA,5,-43.15153612046086,1.4936599523809533,1.4963767534574064,0.9999999999999999,Qm,Qm_mean_mg_s,rheology_enhanced,RandomForest
6ALG4HA,5,-34.131760493118584,1.340455994708994,1.347375625446789,0.8999999999999998,Qm,Qm_mean_mg_s,rheology_enhanced,RandomForest
6ALG6HA,5,-63.5448476036467,1.1422741804232803,1.1514732244606154,-0.3,Qm,Qm_mean_mg_s,rheology_enhanced,RandomForest
1ALG8HA,5,-0.44041362094362113,0.4040549592352386,0.47495621655281023,0.9999999999999999,Qm,Qm_mean_mg_s,rheology_enhanced,GradientBoosting
2ALG8HA,5,-1.226095160203112,0.592165102805562,0.6205496536796979,0.8999999999999998,Qm,Qm_mean_mg_s,rheology_enhanced,GradientBoosting
4ALG4HA,5,-1.8045305077443738,1.1463913250880946,1.3015582077779102,0.9999999999999999,Qm,Qm_mean_mg_s,rheology_enhanced,GradientBoosting
4ALG6HA,5,-0.23887924648244385,0.8524412095567506,1.1416282845471686,0.9746794344808964,Qm,Qm_mean_mg_s,rheology_enhanced,GradientBoosting
4ALG8HA,5,-11.451173396481137,1.0569011825659556,1.0641533100467708,0.9999999999999999,Qm,Qm_mean_mg_s,rheology_enhanced,GradientBoosting
6ALG2HA,5,-59.675586240350626,1.7519760022450086,1.754183550588687,0.9999999999999999,Qm,Qm_mean_mg_s,rheology_enhanced,GradientBoosting
6ALG4HA,5,-62.39510481115946,1.8086219873358544,1.8099500597748364,0.8999999999999998,Qm,Qm_mean_mg_s,rheology_enhanced,GradientBoosting
6ALG6HA,5,-134.44192413257076,1.6611975482929768,1.668013691862009,-0.5642880936468347,Qm,Qm_mean_mg_s,rheology_enhanced,GradientBoosting
1ALG8HA,5,-0.7035197012633969,0.4461945856094361,0.5165157238439241,0.8999999999999998,Qm,Qm_mean_mg_s,rheology_enhanced,XGBoost
2ALG8HA,5,-0.5013128083377283,0.4680870391845703,0.5096127320062882,0.9999999999999999,Qm,Qm_mean_mg_s,rheology_enhanced,XGBoost
4ALG4HA,5,-1.1645756773875342,1.008937781906128,1.1434571592274074,0.8999999999999998,Qm,Qm_mean_mg_s,rheology_enhanced,XGBoost
4ALG6HA,5,-0.40367809624729434,0.9490740900993349,1.215189456557937,0.9999999999999999,Qm,Qm_mean_mg_s,rheology_enhanced,XGBoost
4ALG8HA,5,-7.148279130213417,0.8396476016998289,0.8608589690216077,0.9999999999999999,Qm,Qm_mean_mg_s,rheology_enhanced,XGBoost
6ALG2HA,5,-48.69770582832117,1.5864415557861329,1.587582175251119,0.9999999999999999,Qm,Qm_mean_mg_s,rheology_enhanced,XGBoost
6ALG4HA,5,-39.43929683188664,1.4426596208572389,1.4455746627694064,0.8999999999999998,Qm,Qm_mean_mg_s,rheology_enhanced,XGBoost
6ALG6HA,5,-76.12912774169118,1.252293730545044,1.2587290743961779,0.22360679774997894,Qm,Qm_mean_mg_s,rheology_enhanced,XGBoost
1ALG8HA,12,0.011847197422781841,0.2968987850032038,0.3436441108103229,0.19325441292891318,AF,AF_mean,core,LinearRegression
2ALG8HA,12,0.005928722908353445,0.23410568238593085,0.2853899144006462,0.3494432953371279,AF,AF_mean,core,LinearRegression
4ALG4HA,12,0.006615687262820247,0.33250064884439884,0.416295460846943,0.24960235381223425,AF,AF_mean,core,LinearRegression
4ALG6HA,10,0.005868578147224968,0.30672449791829726,0.36075681959851486,0.261785157202368,AF,AF_mean,core,LinearRegression
4ALG8HA,11,-0.08359595918329688,0.2542685438572522,0.299653205440745,-0.07443873683187767,AF,AF_mean,core,LinearRegression
6ALG2HA,13,-0.10202367417796587,0.2705788132003384,0.35853295191962536,-0.06443815868826047,AF,AF_mean,core,LinearRegression
6ALG4HA,12,-0.1496869572142967,0.3031576986066393,0.36440626169047996,-0.20041198377813219,AF,AF_mean,core,LinearRegression
6ALG6HA,14,-0.13079509811145673,0.1907030926682262,0.2229571862630114,-0.2979263304059235,AF,AF_mean,core,LinearRegression
1ALG8HA,12,-0.008367527246073703,0.30955684119880433,0.3471412939981574,0.19325441292891318,AF,AF_mean,core,SVR_RBF
2ALG8HA,12,-0.3453843654813915,0.28150024688514935,0.33201143883287726,-0.3494432953371279,AF,AF_mean,core,SVR_RBF
4ALG4HA,12,-0.0009197756388066303,0.33727912468365845,0.41787141308130127,0.24960235381223425,AF,AF_mean,core,SVR_RBF
4ALG6HA,10,-1.6825361695983445,0.4604357901827424,0.5926051785934022,0.174523438134912,AF,AF_mean,core,SVR_RBF
4ALG8HA,11,-0.7283037119527247,0.27294750004435175,0.3784384636505455,0.0,AF,AF_mean,core,SVR_RBF
6ALG2HA,13,-0.4200084459770024,0.313735499325491,0.40698563294605955,-0.06443815868826047,AF,AF_mean,core,SVR_RBF
6ALG4HA,12,-1.1931835217018802,0.3639846887617309,0.503307631846987,-0.20041198377813219,AF,AF_mean,core,SVR_RBF
6ALG6HA,14,-0.34115745186547497,0.20801607110199777,0.24281158271221884,-0.2979263304059235,AF,AF_mean,core,SVR_RBF
1ALG8HA,12,-0.15129567136268318,0.3218995654397144,0.37092857247797395,0.07873327934140908,AF,AF_mean,core,RandomForest
2ALG8HA,12,0.07293223717809516,0.22225096564704586,0.27560405192071,0.20681337887299406,AF,AF_mean,core,RandomForest
4ALG4HA,12,-0.01596453294309086,0.34061211204620223,0.42100019823628804,0.06418346240886023,AF,AF_mean,core,RandomForest
4ALG6HA,10,-0.013878166221067856,0.29300515277431816,0.3643221149616579,0.01246595986677943,AF,AF_mean,core,RandomForest
4ALG8HA,11,-0.17371142933018247,0.24183498381958113,0.31186447486922114,0.07443873683187767,AF,AF_mean,core,RandomForest
6ALG2HA,13,-0.37561358567436987,0.30920555842083847,0.40057315662197684,-0.18771115791797613,AF,AF_mean,core,RandomForest
6ALG4HA,12,-0.1888191980914109,0.30179302657728063,0.3705560716213638,-0.2450545589884122,AF,AF_mean,core,RandomForest
6ALG6HA,14,-0.03287623458616884,0.17909800918839758,0.21308538264361418,0.4516223023309455,AF,AF_mean,core,RandomForest
1ALG8HA,12,-0.11417415734578462,0.31427524818413716,0.36489960458532034,0.07873327934140908,AF,AF_mean,core,GradientBoosting
2ALG8HA,12,0.06409228730963978,0.2275493131791458,0.27691493004537504,0.08434476751018702,AF,AF_mean,core,GradientBoosting
4ALG4HA,12,-0.04307330921733321,0.3495090864406449,0.42657995398962556,-0.16402440393375392,AF,AF_mean,core,GradientBoosting
4ALG6HA,10,-0.025304101193922124,0.29983389387375947,0.3663692339224191,-0.01246595986677943,AF,AF_mean,core,GradientBoosting
4ALG8HA,11,-0.19147826180678962,0.24833568015497687,0.314216003785402,0.04264014327112209,AF,AF_mean,core,GradientBoosting
6ALG2HA,13,-1.4126577402234601,0.4225146580342767,0.5304952178114911,-0.1372812945967288,AF,AF_mean,core,GradientBoosting
6ALG4HA,12,-0.17331948661116847,0.2982886935468962,0.3681325087735422,-0.23897605969962163,AF,AF_mean,core,GradientBoosting
6ALG6HA,14,-0.1188444008787124,0.1874303198855753,0.22177590632049465,0.46225016352102427,AF,AF_mean,core,GradientBoosting
1ALG8HA,12,-0.16778165139707268,0.3159942178058625,0.3735748887842023,-0.042945425095314044,AF,AF_mean,core,XGBoost
2ALG8HA,12,0.027577695341051256,0.22658581903775535,0.28226518465898126,0.06418346240886023,AF,AF_mean,core,XGBoost
4ALG4HA,12,-0.07714420813805778,0.34458912848790485,0.4334908670836095,-0.06418346240886023,AF,AF_mean,core,XGBoost
4ALG6HA,10,-0.0007138155532939727,0.3001274320983886,0.3619491798573386,0.12465959866779429,AF,AF_mean,core,XGBoost
4ALG8HA,11,-0.12012457330700133,0.24209919082988393,0.3046620793079111,0.10621700090875887,AF,AF_mean,core,XGBoost
6ALG2HA,13,-0.49429790893557235,0.31915842102637654,0.41749589437125734,-0.18771115791797613,AF,AF_mean,core,XGBoost
6ALG4HA,12,-0.15949999937742,0.29050689228693644,0.36595813451557907,-0.23897605969962163,AF,AF_mean,core,XGBoost
6ALG6HA,14,-0.05804178848536612,0.18129397624152052,0.2156656242468146,0.46225016352102427,AF,AF_mean,core,XGBoost
1ALG8HA,12,-105.07453289700366,3.552464639463178,3.560429709171466,0.8111888111888113,AF,AF_mean,angle_engineered,LinearRegression
2ALG8HA,12,-27.054697293354398,1.5117144138785907,1.516116771698456,0.8321678321678322,AF,AF_mean,angle_engineered,LinearRegression
4ALG4HA,12,-91.16057987557079,3.999999615376383,4.009734581786417,0.6993006993006995,AF,AF_mean,angle_engineered,LinearRegression
4ALG6HA,10,-14.325446332102965,1.412133453627923,1.416443366675267,0.9030303030303028,AF,AF_mean,angle_engineered,LinearRegression
4ALG8HA,11,-5977.350972925246,22.166810847643323,22.257477509801138,0.11818181818181818,AF,AF_mean,angle_engineered,LinearRegression
6ALG2HA,13,-9788.407115514072,33.78937598420809,33.79183762551462,0.6483516483516483,AF,AF_mean,angle_engineered,LinearRegression
6ALG4HA,12,-8.611597355870705,1.0377158052129003,1.0536437936919723,0.8531468531468532,AF,AF_mean,angle_engineered,LinearRegression
6ALG6HA,14,-175664.93315428385,87.77893619719313,87.87660898126619,0.45054945054945056,AF,AF_mean,angle_engineered,LinearRegression
1ALG8HA,12,0.6189952984600305,0.173110491278501,0.21338408239853185,0.8601398601398602,AF,AF_mean,angle_engineered,SVR_RBF
2ALG8HA,12,0.8232131178399249,0.10163211102599086,0.12035243371466783,0.8601398601398602,AF,AF_mean,angle_engineered,SVR_RBF
4ALG4HA,12,0.7451487771536923,0.1888776721661407,0.21085620591115298,0.8321678321678322,AF,AF_mean,angle_engineered,SVR_RBF
4ALG6HA,10,0.9077425186646122,0.07161614377650134,0.10989892546249753,0.9515151515151514,AF,AF_mean,angle_engineered,SVR_RBF
4ALG8HA,11,0.7717452002955046,0.10552861761095968,0.13752928927436606,0.790909090909091,AF,AF_mean,angle_engineered,SVR_RBF
6ALG2HA,13,0.42695436962917965,0.19172452567377068,0.258540281473192,0.8351648351648352,AF,AF_mean,angle_engineered,SVR_RBF
6ALG4HA,12,0.5692956297906383,0.1832849685206337,0.22304149527005232,0.6923076923076924,AF,AF_mean,angle_engineered,SVR_RBF
6ALG6HA,14,0.7252478706631339,0.08715934060629826,0.10990059653608204,0.8857142857142857,AF,AF_mean,angle_engineered,SVR_RBF
1ALG8HA,12,0.7542231900449841,0.14532401905864234,0.1713828275573639,0.8741258741258742,AF,AF_mean,angle_engineered,RandomForest
2ALG8HA,12,0.9196707158409974,0.06541969545193993,0.081127259740728,0.8671328671328673,AF,AF_mean,angle_engineered,RandomForest
4ALG4HA,12,0.8638355433241374,0.11142471884259257,0.15412564444303034,0.8601398601398602,AF,AF_mean,angle_engineered,RandomForest
4ALG6HA,10,0.7566905836584239,0.11527555883333311,0.17847282892206695,0.9151515151515152,AF,AF_mean,angle_engineered,RandomForest
4ALG8HA,11,0.8607917216199936,0.0818888913431941,0.10740333590789855,0.8727272727272729,AF,AF_mean,angle_engineered,RandomForest
6ALG2HA,13,0.779315892627801,0.13416257102157134,0.1604423978088435,0.9395604395604396,AF,AF_mean,angle_engineered,RandomForest
6ALG4HA,12,0.5867734333393742,0.15325205695877456,0.21846916368115626,0.8391608391608393,AF,AF_mean,angle_engineered,RandomForest
6ALG6HA,14,0.5565471617297673,0.10778789752550996,0.1396218010100257,0.7758241758241758,AF,AF_mean,angle_engineered,RandomForest
1ALG8HA,12,0.5751347457826921,0.17141555999434677,0.22533178656385547,0.8912335563945798,AF,AF_mean,angle_engineered,GradientBoosting
2ALG8HA,12,0.8562008176020077,0.07773129581519998,0.10854456109787589,0.847637026689399,AF,AF_mean,angle_engineered,GradientBoosting
4ALG4HA,12,0.8352112111381601,0.115432983101395,0.1695535384914337,0.8601398601398602,AF,AF_mean,angle_engineered,GradientBoosting
4ALG6HA,10,0.9031958740389496,0.06658975254062782,0.1125743850239017,0.8814630383360936,AF,AF_mean,angle_engineered,GradientBoosting
4ALG8HA,11,0.8486957923272392,0.089290847939944,0.11197233690076532,0.9634803641019409,AF,AF_mean,angle_engineered,GradientBoosting
6ALG2HA,13,0.7440878394887201,0.1439924043810829,0.1727742738332405,0.9120879120879121,AF,AF_mean,angle_engineered,GradientBoosting
6ALG4HA,12,0.6852458393667675,0.1264993046874235,0.19066973744329005,0.8682018740230752,AF,AF_mean,angle_engineered,GradientBoosting
6ALG6HA,14,0.45828126235873246,0.12330618374465567,0.15431794992932135,0.781393035001635,AF,AF_mean,angle_engineered,GradientBoosting
1ALG8HA,12,0.6034708675813629,0.17123988190650938,0.21768795630537605,0.8581449237144743,AF,AF_mean,angle_engineered,XGBoost
2ALG8HA,12,0.8717400178808972,0.0668715652370453,0.10251217452637666,0.8546422913727825,AF,AF_mean,angle_engineered,XGBoost
4ALG4HA,12,0.8470998620710078,0.11452217472076419,0.16332285585598333,0.8531468531468532,AF,AF_mean,angle_engineered,XGBoost
4ALG6HA,10,0.9070210066413176,0.07434279771423342,0.11032782817604177,0.8909090909090909,AF,AF_mean,angle_engineered,XGBoost
4ALG8HA,11,0.8008508059844319,0.09761049852197821,0.12846195170501948,0.9454545454545454,AF,AF_mean,angle_engineered,XGBoost
6ALG2HA,13,0.8831593536821244,0.0857547725472083,0.11674293027023554,0.9395604395604396,AF,AF_mean,angle_engineered,XGBoost
6ALG4HA,12,0.6719967566277085,0.1322400668811798,0.1946413453694449,0.8541419246461831,AF,AF_mean,angle_engineered,XGBoost
6ALG6HA,14,0.4874990509093097,0.11236465460913522,0.15009867320016002,0.7166053387202717,AF,AF_mean,angle_engineered,XGBoost
1ALG8HA,12,-31.76641846638502,1.9644757364762704,1.9788429999670354,0.8111888111888113,AF,AF_mean,angle_rheology_enhanced,LinearRegression
2ALG8HA,12,-7.063693450322514,0.8045833130037368,0.8128246452102289,0.8321678321678322,AF,AF_mean,angle_rheology_enhanced,LinearRegression
4ALG4HA,12,-48.18156682377645,2.915827113081401,2.9291675006293683,0.6993006993006995,AF,AF_mean,angle_rheology_enhanced,LinearRegression
4ALG6HA,10,-1.8410702774749579,0.5997868569629085,0.6098648980952155,0.9030303030303028,AF,AF_mean,angle_rheology_enhanced,LinearRegression
4ALG8HA,11,-5139.386472676489,20.540926944146385,20.63873740491104,0.11818181818181818,AF,AF_mean,angle_rheology_enhanced,LinearRegression
6ALG2HA,13,-14.81686188413291,1.295608671018895,1.3582939797356264,0.6483516483516483,AF,AF_mean,angle_rheology_enhanced,LinearRegression
6ALG4HA,12,0.6722928976159168,0.1276910455982797,0.19455345859102693,0.8531468531468532,AF,AF_mean,angle_rheology_enhanced,LinearRegression
6ALG6HA,14,-174373.17876153073,87.45487945469586,87.55291375260435,0.45054945054945056,AF,AF_mean,angle_rheology_enhanced,LinearRegression
1ALG8HA,12,0.5975089306361501,0.18077072916659698,0.21931835333527605,0.8601398601398602,AF,AF_mean,angle_rheology_enhanced,SVR_RBF
2ALG8HA,12,0.8478943031518642,0.09312062467435278,0.11163557112394573,0.8251748251748254,AF,AF_mean,angle_rheology_enhanced,SVR_RBF
4ALG4HA,12,0.7719011913737719,0.17010842292508635,0.19948237731548968,0.8321678321678322,AF,AF_mean,angle_rheology_enhanced,SVR_RBF
4ALG6HA,10,0.9102064155024723,0.07235100235897711,0.10842147304492558,0.9515151515151514,AF,AF_mean,angle_rheology_enhanced,SVR_RBF
4ALG8HA,11,0.634221797346777,0.12813172783430937,0.17409814755111377,0.8272727272727273,AF,AF_mean,angle_rheology_enhanced,SVR_RBF
6ALG2HA,13,0.18721763333281527,0.23640437348743681,0.30790784286579365,0.8901098901098902,AF,AF_mean,angle_rheology_enhanced,SVR_RBF
6ALG4HA,12,0.6742160527150685,0.12989622746083612,0.19398174832613316,0.8531468531468532,AF,AF_mean,angle_rheology_enhanced,SVR_RBF
6ALG6HA,14,0.661363513996752,0.09964557631518625,0.12201027071728228,0.8857142857142857,AF,AF_mean,angle_rheology_enhanced,SVR_RBF
1ALG8HA,12,0.7536674900190032,0.14720444713514144,0.17157646598419868,0.8811188811188813,AF,AF_mean,angle_rheology_enhanced,RandomForest
2ALG8HA,12,0.9274373683100386,0.060765236633597806,0.0771056799210985,0.8671328671328673,AF,AF_mean,angle_rheology_enhanced,RandomForest
4ALG4HA,12,0.8649540514012354,0.11071047900022057,0.1534913149518087,0.8601398601398602,AF,AF_mean,angle_rheology_enhanced,RandomForest
4ALG6HA,10,0.747131886444967,0.11664612508465619,0.18194481487896438,0.8787878787878788,AF,AF_mean,angle_rheology_enhanced,RandomForest
4ALG8HA,11,0.8736286377632692,0.07393529531024524,0.10233155483352861,0.8909090909090911,AF,AF_mean,angle_rheology_enhanced,RandomForest
6ALG2HA,13,0.7788392978796974,0.13291102778490077,0.16061555201813202,0.9340659340659341,AF,AF_mean,angle_rheology_enhanced,RandomForest
6ALG4HA,12,0.5743869266653577,0.1517315421086863,0.22171930494147846,0.8721554530812411,AF,AF_mean,angle_rheology_enhanced,RandomForest
6ALG6HA,14,0.5989852240019022,0.10188975535997695,0.1327729803292472,0.7964801299318095,AF,AF_mean,angle_rheology_enhanced,RandomForest
1ALG8HA,12,0.6045679888191778,0.1557832282277932,0.21738659697398308,0.8912335563945798,AF,AF_mean,angle_rheology_enhanced,GradientBoosting
2ALG8HA,12,0.8537910135034652,0.07750773759867613,0.10945028375543629,0.847637026689399,AF,AF_mean,angle_rheology_enhanced,GradientBoosting
4ALG4HA,12,0.8287315034174392,0.12010400490510725,0.17285492957182155,0.8741258741258742,AF,AF_mean,angle_rheology_enhanced,GradientBoosting
4ALG6HA,10,0.8977140251923457,0.06908415915331603,0.1157179398823981,0.8545454545454544,AF,AF_mean,angle_rheology_enhanced,GradientBoosting
4ALG8HA,11,0.8531193137582547,0.08254258042140168,0.11032338682845728,0.9703897613415771,AF,AF_mean,angle_rheology_enhanced,GradientBoosting
6ALG2HA,13,0.7298542925189975,0.14637059100452063,0.17751401634018957,0.9120879120879121,AF,AF_mean,angle_rheology_enhanced,GradientBoosting
6ALG4HA,12,0.6901035379067051,0.12687264001483614,0.18919268374226272,0.8611718993346292,AF,AF_mean,angle_rheology_enhanced,GradientBoosting
6ALG6HA,14,0.4825285020926623,0.1196987553058755,0.15082479140076124,0.7742515091786386,AF,AF_mean,angle_rheology_enhanced,GradientBoosting
1ALG8HA,12,0.5817289603794901,0.17713439384460447,0.22357629252407835,0.8601398601398602,AF,AF_mean,angle_rheology_enhanced,XGBoost
2ALG8HA,12,0.8914036111466775,0.06438617075920106,0.0943273319272464,0.847637026689399,AF,AF_mean,angle_rheology_enhanced,XGBoost
4ALG4HA,12,0.8470213995799785,0.11444318521499636,0.16336475599650047,0.8531468531468532,AF,AF_mean,angle_rheology_enhanced,XGBoost
4ALG6HA,10,0.8899592010839825,0.07926137300109866,0.1200243925076525,0.9272727272727272,AF,AF_mean,angle_rheology_enhanced,XGBoost
4ALG8HA,11,0.817119530190242,0.09360036304473879,0.12310307567563444,0.9454545454545454,AF,AF_mean,angle_rheology_enhanced,XGBoost
6ALG2HA,13,0.8672165725599275,0.09614831008324251,0.12445305215323649,0.945054945054945,AF,AF_mean,angle_rheology_enhanced,XGBoost
6ALG4HA,12,0.6896978270069158,0.12783236300468445,0.189316487072366,0.8541419246461831,AF,AF_mean,angle_rheology_enhanced,XGBoost
6ALG6HA,14,0.510291908858959,0.1089128149141584,0.1467229857553149,0.7387030485332265,AF,AF_mean,angle_rheology_enhanced,XGBoost
