Split,R2,MAE,RMSE,Spearman,Target,Target_column,Feature_set,Model
99,-0.3937307892029491,0.6641990015657867,0.7680754615426263,-0.14285714285714288,SR,SR_mean,core,LinearRegression
100,-0.2872848755407691,1.3121503188616888,1.818372856280703,0.14285714285714288,SR,SR_mean,core,LinearRegression
1,0.5642011717348803,0.7802067244051086,0.8837659437043033,0.7666666666666667,SR,SR_mean,core,SVR_RBF
2,0.004097561570949426,0.9690921342464299,1.122293926814296,0.6166666666666666,SR,SR_mean,core,SVR_RBF
3,-0.3333603452285612,1.0637340792796257,1.499090059951678,0.26666666666666666,SR,SR_mean,core,SVR_RBF
4,-1.351290935483168,1.2322559214437165,1.9509979939495954,0.38095238095238104,SR,SR_mean,core,SVR_RBF
5,-0.09757115186137666,0.9563510064052922,1.3392402557758252,0.4047619047619048,SR,SR_mean,core,SVR_RBF
6,-0.08589065133937157,1.0923727999643238,1.3466330320159652,-0.06666666666666667,SR,SR_mean,core,SVR_RBF
7,-0.28692867962518265,1.0542188054788193,1.855303633156387,0.45,SR,SR_mean,core,SVR_RBF
8,-0.8790085786085413,0.9691015982076233,1.5239695934743849,0.19999999999999998,SR,SR_mean,core,SVR_RBF
9,0.7075207223909039,0.4599976876260513,0.6474074914148801,0.880952380952381,SR,SR_mean,core,SVR_RBF
10,0.06904066182075974,0.6131444159376156,0.7605477201824685,0.4761904761904762,SR,SR_mean,core,SVR_RBF
11,-0.19577341368689605,1.1283111119468243,1.459171836489512,0.39999999999999997,SR,SR_mean,core,SVR_RBF
12,-8.915792344142448,1.0327927392747194,1.7566937871351753,-0.03333333333333333,SR,SR_mean,core,SVR_RBF
13,-0.23547581988347943,0.8679556543361094,0.9742513419058022,0.6833333333333333,SR,SR_mean,core,SVR_RBF
14,0.14859070828169918,1.0549925667393363,1.3856647210765123,0.2380952380952381,SR,SR_mean,core,SVR_RBF
15,-0.11368193050591424,0.6614217535118144,0.8901770892372631,0.6190476190476191,SR,SR_mean,core,SVR_RBF
16,-0.19984435196322337,0.9404659347866582,1.669341199453569,0.39999999999999997,SR,SR_mean,core,SVR_RBF
17,-0.3324409545207856,1.1156345923513582,1.441925297642694,0.25,SR,SR_mean,core,SVR_RBF
18,0.26799878561079604,0.9912753742420589,1.267416799066027,0.3666666666666667,SR,SR_mean,core,SVR_RBF
19,0.23274692965772936,0.5072140460839681,0.6319666709321126,0.7619047619047621,SR,SR_mean,core,SVR_RBF
20,-0.6628940602133362,0.9080275200210499,1.0789807739935633,0.19047619047619052,SR,SR_mean,core,SVR_RBF
21,0.529895816882525,0.7675073400477315,0.8803498427553642,0.8166666666666667,SR,SR_mean,core,SVR_RBF
22,0.2743310905813864,0.5952386730424785,0.7379014641216808,0.7333333333333334,SR,SR_mean,core,SVR_RBF
23,0.6737231173370719,0.6547824534876773,0.7987137323765662,0.8333333333333333,SR,SR_mean,core,SVR_RBF
24,-0.03250526710977075,0.9271792091067524,1.279828554410717,0.261904761904762,SR,SR_mean,core,SVR_RBF
25,-1.6384592195290537,1.3859924902958825,2.107126631939202,-0.2142857142857143,SR,SR_mean,core,SVR_RBF
26,-0.4339288402638324,0.6685532416707288,0.7842618889807723,0.5666666666666667,SR,SR_mean,core,SVR_RBF
27,-0.6853325377553623,0.713668905399968,0.8839656297754607,-0.09999999999999999,SR,SR_mean,core,SVR_RBF
28,-0.06140615857227538,0.9157183090042736,1.0193951134852928,0.5333333333333333,SR,SR_mean,core,SVR_RBF
29,0.409680341916262,0.965698155244235,1.3808695233931423,0.6428571428571429,SR,SR_mean,core,SVR_RBF
30,-1.1593365167536072,1.3211527942770047,2.080431194028098,0.07142857142857144,SR,SR_mean,core,SVR_RBF
31,-0.6864976055716112,0.9984905505828015,1.2643828774224009,-0.03333333333333333,SR,SR_mean,core,SVR_RBF
32,0.639500009184367,0.6301654806757947,0.7408972733663873,0.6833333333333333,SR,SR_mean,core,SVR_RBF
33,0.622682911720509,0.708284337751837,0.8771281658128509,0.8166666666666667,SR,SR_mean,core,SVR_RBF
34,0.7308504935019322,0.5791087218941358,0.6621479974626081,0.9285714285714287,SR,SR_mean,core,SVR_RBF
35,-2.4253268743961067,1.9607454062380083,2.3372377408518186,-0.523809523809524,SR,SR_mean,core,SVR_RBF
36,0.42974592595631467,0.7439109718943738,0.7948108903813508,0.75,SR,SR_mean,core,SVR_RBF
37,-0.5707201996375997,1.3717707632083216,2.209941168376266,0.16666666666666669,SR,SR_mean,core,SVR_RBF
38,0.6607059340503486,0.5445490433571407,0.6412002872400037,0.8333333333333333,SR,SR_mean,core,SVR_RBF
39,-0.048636613189994904,0.7333092359984079,0.8744794553227104,0.6666666666666669,SR,SR_mean,core,SVR_RBF
40,0.7468872999710937,0.51927014599564,0.6441408216322227,0.8095238095238096,SR,SR_mean,core,SVR_RBF
41,-0.18722918481616513,1.0114502534177214,1.409841024376652,0.2833333333333333,SR,SR_mean,core,SVR_RBF
42,0.10535735233988464,0.9177439338939024,1.1209069153207658,0.5833333333333334,SR,SR_mean,core,SVR_RBF
43,-0.2530354179281975,0.9693537646698166,1.3840716995677584,0.25,SR,SR_mean,core,SVR_RBF
44,-0.9807239820858786,1.2715407545289823,1.6690889954592179,0.5952380952380953,SR,SR_mean,core,SVR_RBF
45,-1.5723272849091257,1.005869253926511,1.7694168897303895,0.2380952380952381,SR,SR_mean,core,SVR_RBF
46,-0.04632572663009937,0.95145435767389,1.294669052915018,0.6166666666666666,SR,SR_mean,core,SVR_RBF
47,-1.13977449386699,1.2320645979182285,1.6657128673638415,-0.3,SR,SR_mean,core,SVR_RBF
48,0.5126714816865905,0.841941023127317,0.9467617732535346,0.7833333333333333,SR,SR_mean,core,SVR_RBF
49,0.6524992586044964,0.632849992765275,0.7375411940635026,0.9523809523809524,SR,SR_mean,core,SVR_RBF
50,-1.17267021728069,1.0688464464945324,1.8585179153193851,0.11904761904761905,SR,SR_mean,core,SVR_RBF
51,-1.213771589106611,1.2983233514315269,1.9662540597218745,-0.016666666666666666,SR,SR_mean,core,SVR_RBF
52,0.5726522918469158,0.41742354160739786,0.5594957541698163,0.43333333333333335,SR,SR_mean,core,SVR_RBF
53,-0.33034315835401773,0.677253126284062,0.8937993482094623,0.41666666666666663,SR,SR_mean,core,SVR_RBF
54,0.4901415397744031,1.0444634054406465,1.20452808385411,0.6904761904761906,SR,SR_mean,core,SVR_RBF
55,0.10547805634764118,0.9402933670437807,1.1467553692530605,0.38095238095238104,SR,SR_mean,core,SVR_RBF
56,-1.1245308977342043,1.648162185858906,2.2551598546373657,0.0,SR,SR_mean,core,SVR_RBF
57,-7.22308229569648,1.0543501355088392,1.2686968158762333,0.33333333333333337,SR,SR_mean,core,SVR_RBF
58,0.40261730672690865,0.7767149774656231,0.9550970984509272,0.9166666666666666,SR,SR_mean,core,SVR_RBF
59,-1.5321638963720465,1.0529124796336367,1.3929858923726177,-0.28571428571428575,SR,SR_mean,core,SVR_RBF
60,0.029668605866682962,0.8827521212070806,1.0633401345070004,0.38095238095238104,SR,SR_mean,core,SVR_RBF
61,0.0614018153132061,0.9867081772934342,1.319142050802903,0.26666666666666666,SR,SR_mean,core,SVR_RBF
62,-0.060241764958609334,1.2156658535448297,1.4948343578453256,0.7,SR,SR_mean,core,SVR_RBF
63,0.735796510896668,0.5415473818230704,0.6635429230911453,0.8833333333333333,SR,SR_mean,core,SVR_RBF
64,0.6640518567107936,0.41967624737216214,0.5484542671540247,0.7857142857142858,SR,SR_mean,core,SVR_RBF
65,-1.7509974786565299,1.1930287280871974,1.9633968861131113,0.07142857142857144,SR,SR_mean,core,SVR_RBF
66,-0.382416480317048,1.1364871996728327,1.5111325403383926,-0.049999999999999996,SR,SR_mean,core,SVR_RBF
67,0.76999453647227,0.3789393021743783,0.49016615653074913,0.8499999999999999,SR,SR_mean,core,SVR_RBF
68,-1.3275598806534812,1.3660923884595602,1.9225495160970496,0.06666666666666667,SR,SR_mean,core,SVR_RBF
69,0.812151052776071,0.5351831511373044,0.5953892113759821,0.6904761904761906,SR,SR_mean,core,SVR_RBF
70,0.7610347444180655,0.5551609893051888,0.6956305303188355,0.880952380952381,SR,SR_mean,core,SVR_RBF
71,-0.6258404556597406,1.0255170240793097,1.8621788598893008,0.35,SR,SR_mean,core,SVR_RBF
72,0.0014555581378712379,1.024676817401676,1.216160128149434,0.7999999999999999,SR,SR_mean,core,SVR_RBF
73,-0.07282583929261222,0.7525083383495266,1.2719752223508085,0.38333333333333336,SR,SR_mean,core,SVR_RBF
74,-1.9003322758940393,1.1293850728036698,1.6900010825004796,0.11904761904761905,SR,SR_mean,core,SVR_RBF
75,0.4169524078589697,0.7299146779238103,0.9570484758857486,0.8095238095238096,SR,SR_mean,core,SVR_RBF
76,0.553060028478753,0.731776639664378,0.8753463031043328,0.7999999999999999,SR,SR_mean,core,SVR_RBF
77,-0.7398080395045379,1.4542489970266563,2.104107196398199,0.2333333333333333,SR,SR_mean,core,SVR_RBF
78,-0.271406485500417,1.2680551954141213,1.5747879884490539,0.18333333333333335,SR,SR_mean,core,SVR_RBF
79,-0.6545989730539428,0.7180830101440794,0.8277830862938224,0.7857142857142858,SR,SR_mean,core,SVR_RBF
80,0.3918066417455084,0.6185331732965953,0.6750220565522512,0.3571428571428572,SR,SR_mean,core,SVR_RBF
81,-1.0560996367482023,0.9355869485306479,1.713194967674739,0.25,SR,SR_mean,core,SVR_RBF
82,0.3118777031933544,0.5338095621039485,0.6540414018985262,0.5333333333333333,SR,SR_mean,core,SVR_RBF
83,0.20358432912427638,0.8092211878591475,1.0597008624304842,0.6666666666666667,SR,SR_mean,core,SVR_RBF
84,-0.3470165945595607,1.2214522099868725,1.777724522436603,0.30952380952380953,SR,SR_mean,core,SVR_RBF
85,0.2356840978367165,1.0356348024034399,1.3340265518312582,0.523809523809524,SR,SR_mean,core,SVR_RBF
86,0.4570093017237319,0.6635393988158106,0.7470892254081631,0.8333333333333333,SR,SR_mean,core,SVR_RBF
87,0.7198004689430502,0.5848216650722993,0.6711264105896362,0.7999999999999999,SR,SR_mean,core,SVR_RBF
88,0.10282897697986348,0.9201570930141835,1.3038997387934794,0.45,SR,SR_mean,core,SVR_RBF
89,0.7012213854761618,0.5157925554132441,0.6295140860109285,0.5000000000000001,SR,SR_mean,core,SVR_RBF
90,-1.1775968263032448,1.5852331958490598,2.266638875781246,-0.04761904761904763,SR,SR_mean,core,SVR_RBF
91,0.2888792870335055,0.7274954196607044,0.9334957659698254,0.5,SR,SR_mean,core,SVR_RBF
92,-1.8278590549852543,1.5498699539649157,2.249292550904842,-0.2833333333333333,SR,SR_mean,core,SVR_RBF
93,0.44513503829520207,0.790904150090701,0.952135829484192,0.75,SR,SR_mean,core,SVR_RBF
94,0.12791745945789879,0.6320066657391428,0.7470427134823843,0.5952380952380953,SR,SR_mean,core,SVR_RBF
95,0.1037500444841134,0.9888351413117022,1.1079367105574751,0.5000000000000001,SR,SR_mean,core,SVR_RBF
96,0.6727997864483429,0.581098384314965,0.6845703835255444,0.7833333333333333,SR,SR_mean,core,SVR_RBF
97,0.7049335729716412,0.4684248334311951,0.6440289102329461,0.7333333333333334,SR,SR_mean,core,SVR_RBF
98,-0.12733909341033,1.045449234188209,1.5136444957839938,0.049999999999999996,SR,SR_mean,core,SVR_RBF
99,-1.3678506895684577,0.939214635143619,1.0011325919751566,-0.11904761904761905,SR,SR_mean,core,SVR_RBF
100,-0.5756741403886116,1.1644087760493331,2.0117722359960784,0.3333333333333334,SR,SR_mean,core,SVR_RBF
1,0.38904039379182886,0.9414877576425604,1.0464066273165205,0.6833333333333333,SR,SR_mean,core,RandomForest
2,0.19099927609653666,0.7926131628453864,1.0115157979927345,0.7333333333333334,SR,SR_mean,core,RandomForest
3,-0.04424611752697838,1.243982635214581,1.3266470379055422,-0.049999999999999996,SR,SR_mean,core,RandomForest
4,-0.6180340396676323,1.1668167695556761,1.618443210285509,0.38095238095238104,SR,SR_mean,core,RandomForest
5,-0.39845943833806463,1.2121832929894165,1.5117051426808725,-0.261904761904762,SR,SR_mean,core,RandomForest
6,-0.46071228777687767,1.192029657113463,1.561847250682093,-0.06666666666666667,SR,SR_mean,core,RandomForest
7,-0.15354017434835954,1.3363238290711346,1.7565241189453364,0.2833333333333333,SR,SR_mean,core,RandomForest
8,-0.0009983494959768802,1.0040522704291597,1.1123170677402954,0.3,SR,SR_mean,core,RandomForest
9,0.06928696347898888,0.9456620912698426,1.1548832122771122,0.467074242146171,SR,SR_mean,core,RandomForest
10,0.3014908772851481,0.5071510142195773,0.6587902359541871,0.6904761904761906,SR,SR_mean,core,RandomForest
11,-0.08869824829390915,1.2477536457965888,1.3923093966006965,0.10878756313824399,SR,SR_mean,core,RandomForest
12,-5.090277471485826,0.8163496293356827,1.376736711982678,0.16666666666666669,SR,SR_mean,core,RandomForest
13,-0.8364212700758735,1.0606191842365442,1.1877910396820515,0.6833333333333333,SR,SR_mean,core,RandomForest
14,-0.32777513991939555,1.4632768124999997,1.7304188357503385,0.04761904761904763,SR,SR_mean,core,RandomForest
15,-1.3219789842351979,1.06171304348545,1.2853605550901752,-0.2380952380952381,SR,SR_mean,core,RandomForest
16,0.12700898712813735,1.0334700432098751,1.4239264018280209,0.16666666666666669,SR,SR_mean,core,RandomForest
17,-0.1618823962877367,1.1682505579338365,1.346479856613412,0.26666666666666666,SR,SR_mean,core,RandomForest
18,-0.12024827562582874,1.3661441074368001,1.5679084492721076,0.2833333333333333,SR,SR_mean,core,RandomForest
19,0.0016366518943433661,0.620186685606058,0.7208902830638749,0.9285714285714287,SR,SR_mean,core,RandomForest
20,-0.13156089555571793,0.6609353353174603,0.8900622474187029,0.4523809523809524,SR,SR_mean,core,RandomForest
21,0.39152354217319796,0.812661840681954,1.0015672681917467,0.7999999999999999,SR,SR_mean,core,RandomForest
22,0.3262123813160238,0.581999940182246,0.7110344235927798,0.34309923758984645,SR,SR_mean,core,RandomForest
23,0.37991190057142277,1.0397541660921386,1.1010947641277293,0.8666666666666667,SR,SR_mean,core,RandomForest
24,0.1785110058488697,1.0663712838955004,1.1415804752768506,0.6190476190476191,SR,SR_mean,core,RandomForest
25,-1.336587147986863,1.4398698063822772,1.9829256699264965,-0.19047619047619052,SR,SR_mean,core,RandomForest
26,-0.5950202692898152,0.6600158822751339,0.8271426490040886,0.38333333333333336,SR,SR_mean,core,RandomForest
27,-2.2419031173212365,1.0681324112554096,1.2260059909972216,-0.5272012675161055,SR,SR_mean,core,RandomForest
28,-0.3079216916562728,1.0110449271952302,1.131599161861817,0.6333333333333333,SR,SR_mean,core,RandomForest
29,0.25565743727439283,1.3427580512566129,1.5505845357955483,0.5714285714285715,SR,SR_mean,core,RandomForest
30,-0.1862786495346016,1.1582015419973541,1.5420077250332593,0.261904761904762,SR,SR_mean,core,RandomForest
31,-0.4741329688139202,1.04946214758698,1.1820996018220642,-0.35,SR,SR_mean,core,RandomForest
32,0.03978314459135257,1.022399745176634,1.2091774241127362,0.21666666666666667,SR,SR_mean,core,RandomForest
33,0.22051310868970386,0.981329298353911,1.2607071847048632,0.7333333333333334,SR,SR_mean,core,RandomForest
34,0.07117687524085137,1.0637919842923258,1.230055722412417,0.3333333333333334,SR,SR_mean,core,RandomForest
35,-1.5891215749928955,1.5721883660714309,2.0320205766390256,-0.4285714285714286,SR,SR_mean,core,RandomForest
36,-0.10659780529869978,0.9667223428865354,1.1071960125641374,0.35,SR,SR_mean,core,RandomForest
37,-0.14887824407647576,1.571434747795414,1.8900282720109534,0.016666666666666666,SR,SR_mean,core,RandomForest
38,0.3463591249668131,0.7552666003821282,0.8899696111631681,0.5,SR,SR_mean,core,RandomForest
39,-0.11956482045858197,0.6992703373015873,0.9035698351269503,0.8095238095238096,SR,SR_mean,core,RandomForest
40,0.7367887739825498,0.5950431395502658,0.6568649044938787,0.8622909085775464,SR,SR_mean,core,RandomForest
41,-0.6008257985385941,1.215450841269841,1.6370988336748205,0.016666666666666666,SR,SR_mean,core,RandomForest
42,-0.321726425397715,1.0577540617283954,1.3624341987543565,-0.31666666666666665,SR,SR_mean,core,RandomForest
43,0.17596178289479192,0.8628303749532346,1.122407582962015,0.2833333333333333,SR,SR_mean,core,RandomForest
44,-0.7757166371798558,1.4916809193722926,1.5803538750908765,0.523809523809524,SR,SR_mean,core,RandomForest
45,-0.7076625501469924,0.9974846990740749,1.441677376655404,0.2142857142857143,SR,SR_mean,core,RandomForest
46,-0.2962683573009941,1.0775439745737794,1.4410291796611385,-0.049999999999999996,SR,SR_mean,core,RandomForest
47,0.22829858587963203,0.8456971518224584,1.0003242230039544,0.6025157343041205,SR,SR_mean,core,RandomForest
48,0.11862240263750601,1.1406495936213996,1.2732415561452068,0.48333333333333334,SR,SR_mean,core,RandomForest
49,0.29262273569578967,0.7948896423611108,1.0522864130360716,0.8333333333333335,SR,SR_mean,core,RandomForest
50,-0.31078514568533433,0.9837998319597079,1.443562533824843,0.2380952380952381,SR,SR_mean,core,RandomForest
51,-1.0238558302926286,1.3700761765138165,1.8800223561041254,-0.26666666666666666,SR,SR_mean,core,RandomForest
52,0.09733309051912631,0.5752128913874189,0.8131485026495626,0.36820405985251814,SR,SR_mean,core,RandomForest
53,-0.6158068184572076,0.7995714905670472,0.9850378342558077,-0.25,SR,SR_mean,core,RandomForest
54,-0.32184742830409374,1.7408272958002626,1.9394687230288747,-0.2380952380952381,SR,SR_mean,core,RandomForest
55,0.11813946525660746,1.0006708716931212,1.1386106365232476,0.5714285714285715,SR,SR_mean,core,RandomForest
56,-0.4731101020001085,1.461358461787184,1.877860859180813,-0.3,SR,SR_mean,core,RandomForest
57,-3.8592504383773694,0.8593763930041156,0.9752706907870647,-0.11715583722580122,SR,SR_mean,core,RandomForest
58,-0.2875378170114573,1.1747353344556661,1.4021717220351484,0.41666666666666663,SR,SR_mean,core,RandomForest
59,-0.6799412660818718,0.9833814234457651,1.134613276367124,0.5030030300035688,SR,SR_mean,core,RandomForest
60,0.018868706567378046,0.8346317628968247,1.0692413083633043,0.5748606057183643,SR,SR_mean,core,RandomForest
61,0.3127676310846613,0.9496048940329208,1.128764944138871,0.38333333333333336,SR,SR_mean,core,RandomForest
62,-0.48056672808216017,1.5162713918283357,1.7664632638153666,0.26666666666666666,SR,SR_mean,core,RandomForest
63,0.33733685222512944,0.8466438669900064,1.0508631348129158,0.7,SR,SR_mean,core,RandomForest
64,0.4944698358148645,0.5502179950396823,0.672787376765192,0.8095238095238096,SR,SR_mean,core,RandomForest
65,-0.6293107785156435,1.0644367870370357,1.5110017487905647,-0.1077863635721933,SR,SR_mean,core,RandomForest
66,-0.6908330150803981,1.391610291740153,1.6712193907181598,0.03333333333333333,SR,SR_mean,core,RandomForest
67,0.2242512442947675,0.742381298206937,0.9001912553565694,0.5166666666666667,SR,SR_mean,core,RandomForest
68,-0.7066688151955907,1.3517068774784882,1.6462725209923592,0.15,SR,SR_mean,core,RandomForest
69,0.4065584495663662,0.9545161250300624,1.058243363106504,0.7065994945288228,SR,SR_mean,core,RandomForest
70,0.08478504948228849,0.9840927361111079,1.3613594385843504,0.467074242146171,SR,SR_mean,core,RandomForest
71,0.10823592431529827,0.9816158665490886,1.3791370178046272,0.35,SR,SR_mean,core,RandomForest
72,0.05597677817687319,1.003208067821068,1.1824925150287025,0.5333333333333333,SR,SR_mean,core,RandomForest
73,0.09368859415005915,0.9888558118620061,1.1691029644668038,0.33333333333333337,SR,SR_mean,core,RandomForest
74,-1.3697764830736938,1.0445169403108467,1.5276251426953738,-0.3571428571428572,SR,SR_mean,core,RandomForest
75,0.12704771200151543,0.9061434578373009,1.1710547141399013,0.5952380952380953,SR,SR_mean,core,RandomForest
76,0.0829559573826677,1.0048187702554627,1.2538639045700235,0.6778302010921357,SR,SR_mean,core,RandomForest
77,-0.41291436745420107,1.4970357802763052,1.8961605891813103,0.13333333333333333,SR,SR_mean,core,RandomForest
78,0.05365824446486489,1.211001066725456,1.358638395867932,0.38333333333333336,SR,SR_mean,core,RandomForest
79,-0.8466174851359507,0.7400680097402597,0.8744976463245346,0.5269555552418339,SR,SR_mean,core,RandomForest
80,0.21804553814144878,0.6420841557539687,0.7653989431829009,0.4523809523809524,SR,SR_mean,core,RandomForest
81,-0.4021043223487242,1.0069819438565535,1.414734276766387,0.10878756313824399,SR,SR_mean,core,RandomForest
82,0.0671488783598726,0.6869139457671963,0.7615152320642316,0.48333333333333334,SR,SR_mean,core,RandomForest
83,-0.05365639897168917,1.0001337576425628,1.2188854527342277,0.16666666666666669,SR,SR_mean,core,RandomForest
84,0.1618011188879056,1.2493782243716942,1.4023342093802118,0.6904761904761906,SR,SR_mean,core,RandomForest
85,-0.06103353197104888,1.2905654436177263,1.5717829755773383,0.1666666666666667,SR,SR_mean,core,RandomForest
86,0.16171376311587715,0.767377062316283,0.9282660049997186,0.7196715715299219,SR,SR_mean,core,RandomForest
87,0.24831534736859728,0.9173990814226912,1.0992297387068297,0.4666666666666666,SR,SR_mean,core,RandomForest
88,0.177050991995525,1.060452170340975,1.24880043762777,0.3,SR,SR_mean,core,RandomForest
89,0.3957166825635533,0.7087796815476184,0.8952637506049813,0.4285714285714286,SR,SR_mean,core,RandomForest
90,-0.7347664698246659,1.5170869118716945,2.023084885309595,-0.3571428571428572,SR,SR_mean,core,RandomForest
91,-0.4179641606841842,0.9287359864785422,1.3181757421097924,-0.16666666666666669,SR,SR_mean,core,RandomForest
92,-0.9351498420382229,1.2820281762198709,1.8606914607454137,-0.38333333333333336,SR,SR_mean,core,RandomForest
93,-0.6726470840007592,1.4013736158142247,1.6531315579871217,0.33333333333333337,SR,SR_mean,core,RandomForest
94,-0.4716660529781138,0.8137565934193122,0.970445776375848,-0.023809523809523815,SR,SR_mean,core,RandomForest
95,0.14735688384996082,0.9875099772126035,1.0806474278345781,0.5476190476190477,SR,SR_mean,core,RandomForest
96,0.15823274782541163,0.9706773340681938,1.0980126162254993,0.6833333333333333,SR,SR_mean,core,RandomForest
97,0.4258206276854942,0.7297408383303963,0.8983989947551696,0.65,SR,SR_mean,core,RandomForest
98,-0.06816252577540838,1.0400773761022934,1.4733816984674288,0.18333333333333335,SR,SR_mean,core,RandomForest
99,-0.41079323860502703,0.6972146155753959,0.772762658994005,0.17078251276599332,SR,SR_mean,core,RandomForest
100,-0.11649445069017594,1.433503670800262,1.6934558977746608,0.14285714285714288,SR,SR_mean,core,RandomForest
1,0.5660551022026716,0.6735461411804926,0.8818841272093255,0.7782494901428224,SR,SR_mean,core,GradientBoosting
2,0.5236364868335517,0.6409099724811649,0.7761889570387004,0.9166666666666666,SR,SR_mean,core,GradientBoosting
3,0.055865563390548933,1.2011294326235407,1.2614524259438764,0.35983578576496095,SR,SR_mean,core,GradientBoosting
4,-1.2078808903245029,1.2549205894918367,1.8905643243502477,0.261904761904762,SR,SR_mean,core,GradientBoosting
5,-0.08227716437908783,1.1236453983531527,1.3298767728912613,0.4285714285714286,SR,SR_mean,core,GradientBoosting
6,0.04465501609812772,1.0477315054449525,1.2630959131368131,0.45,SR,SR_mean,core,GradientBoosting
7,-0.7540189471265071,1.586646076880802,2.1659822610684345,-0.03333333333333333,SR,SR_mean,core,GradientBoosting
8,-0.04854816262975303,0.886255331440985,1.1384294246762563,0.4666666666666666,SR,SR_mean,core,GradientBoosting
9,0.03597493290217124,1.076094995207368,1.1753692734930197,0.5000000000000001,SR,SR_mean,core,GradientBoosting
10,0.655939849456513,0.3908391991322565,0.46235791866661713,0.880952380952381,SR,SR_mean,core,GradientBoosting
11,-0.0715096833114155,1.1175986146573627,1.3812746523123982,0.27615304488938863,SR,SR_mean,core,GradientBoosting
12,-6.900867457758272,0.9081458109113163,1.5680855105728813,0.09999999999999999,SR,SR_mean,core,GradientBoosting
13,-0.2551991259452333,0.7669901863035371,0.9819970920203444,0.5272012675161055,SR,SR_mean,core,GradientBoosting
14,-0.18530077231081,1.4376726596300886,1.6349453896281794,-0.1666666666666667,SR,SR_mean,core,GradientBoosting
15,-2.009466853364382,1.1373494738497714,1.4633243790819406,-0.2380952380952381,SR,SR_mean,core,GradientBoosting
16,-0.38247320329870127,1.0859994063726661,1.791888644237895,0.22594340036404525,SR,SR_mean,core,GradientBoosting
17,0.014972037061221966,0.9838277977841131,1.2397755138097963,0.45,SR,SR_mean,core,GradientBoosting
18,0.13319715150777434,1.1955318965383717,1.3791888052095296,0.31666666666666665,SR,SR_mean,core,GradientBoosting
19,-0.6064135918344935,0.7470887933450506,0.9144364780136223,0.5476190476190477,SR,SR_mean,core,GradientBoosting
20,-0.6512288321040796,0.9146123126992947,1.0751895798806872,0.30952380952380953,SR,SR_mean,core,GradientBoosting
21,0.5982799401121959,0.7018251794091044,0.8138043230123089,0.7866177642303797,SR,SR_mean,core,GradientBoosting
22,0.33106470553123557,0.6212580857201778,0.7084695176957018,0.4769916229907622,SR,SR_mean,core,GradientBoosting
23,0.22675145520446016,0.9005392421427554,1.2295821643779776,0.45,SR,SR_mean,core,GradientBoosting
24,0.40755568340996895,0.8827170114870644,0.9694589545664491,0.7065994945288228,SR,SR_mean,core,GradientBoosting
25,-1.1021512990630282,1.2421192448959286,1.8808208406893867,-0.04761904761904763,SR,SR_mean,core,GradientBoosting
26,-1.1909298356204805,0.7085770777007182,0.9694190416014684,0.3,SR,SR_mean,core,GradientBoosting
27,-0.4590245412060112,0.6681990198140537,0.8224772136293265,0.25,SR,SR_mean,core,GradientBoosting
28,-0.20477572260162824,0.923191149736945,1.0860625778572741,0.6666666666666667,SR,SR_mean,core,GradientBoosting
29,0.16512374845745548,1.3910138410062731,1.6421774168797068,0.4191691916696407,SR,SR_mean,core,GradientBoosting
30,-0.642479845010796,1.0960958280290867,1.8144425291596358,0.08383383833392813,SR,SR_mean,core,GradientBoosting
31,-0.22738870578975567,0.9346260401187799,1.0786406985118508,0.3666666666666667,SR,SR_mean,core,GradientBoosting
32,-0.48470129664421835,1.1382829152243505,1.5035743607097478,0.049999999999999996,SR,SR_mean,core,GradientBoosting
33,0.295333408055411,0.9125250213137007,1.198675588804741,0.7333333333333334,SR,SR_mean,core,GradientBoosting
34,0.044948131897063925,0.9937381350380994,1.2473023920677477,0.28571428571428575,SR,SR_mean,core,GradientBoosting
35,-1.7050300049551739,1.5803603843407343,2.0770068217432733,-0.37126414119311024,SR,SR_mean,core,GradientBoosting
36,-0.6933030197751933,1.1758356969694768,1.3696101070406006,0.38333333333333336,SR,SR_mean,core,GradientBoosting
37,-0.2585996309339309,1.625555244404781,1.9782223213719092,0.04184137043778616,SR,SR_mean,core,GradientBoosting
38,0.40872639821152035,0.7602092210278492,0.846447099295268,0.48333333333333334,SR,SR_mean,core,GradientBoosting
39,0.6256688481866675,0.45599096938368566,0.5224744861886114,0.880952380952381,SR,SR_mean,core,GradientBoosting
40,0.8539741241180572,0.4097369824830354,0.48925893378179186,0.9518763181059628,SR,SR_mean,core,GradientBoosting
41,-1.100811942953106,1.3677116267760652,1.8754109638085552,0.0,SR,SR_mean,core,GradientBoosting
42,-0.45102959116857844,1.1251091646535956,1.4275222448746585,0.11715583722580122,SR,SR_mean,core,GradientBoosting
43,-0.6479416686112478,1.1347814421265998,1.5872591261151596,-0.10878756313824399,SR,SR_mean,core,GradientBoosting
44,-0.9694475331146566,1.3673754892417938,1.6643310732095595,-0.011976262619132589,SR,SR_mean,core,GradientBoosting
45,-1.062563880131838,1.0250050514486584,1.5844216215748328,0.2380952380952381,SR,SR_mean,core,GradientBoosting
46,0.05566803208339133,0.9606345078594304,1.229950578362273,0.31666666666666665,SR,SR_mean,core,GradientBoosting
47,-0.0021559348909290232,0.9221654900711359,1.1399447132453204,0.04184137043778616,SR,SR_mean,core,GradientBoosting
48,0.40587760497544745,0.9822932869238521,1.0453645358502035,0.7166666666666667,SR,SR_mean,core,GradientBoosting
